;hirkod;hirkod_post
6368;15417643;15482851.0
6369;15257245;15627334.0
6370;15392426;15555359.0
6371;13987007;14813334.0
6372;15149795;15644862.0
6373;15420365;15392470.0
6374;15415980;15365891.0
6375;15305782;15648712.0
6376;15367291;15611680.0
6377;15415401;15416516.0
6378;15307149;15421122.0
6379;15206088;12695103.0
6380;14964038;15279947.0
6381;15412612;15333298.0
6382;15356744;15209331.0
6383;14798999;15344000.0
6384;14252815;15666621.0
6385;15266772;15358738.0
6386;15314114;15403334.0
6387;15412338;15664739.0
6388;15417833;15666834.0
6389;14473460;15390477.0
6390;15055505;15644389.0
6391;15371837;15475046.0
6392;15412969;15037637.0
6393;15394222;14946572.0
6394;15241333;15491427.0
6395;15372760;15441106.0
6396;15372735;15495503.0
6397;15401944;14915495.0
6398;15316670;15539347.0
6399;13731983;15352715.0
6400;15395254;15461896.0
6401;15143020;15582185.0
6402;15419616;14397970.0
6403;15354052;15199178.0
6404;14644487;15599156.0
6405;15400597;15001405.0
6406;15369107;15590492.0
6407;15394035;15371646.0
6408;15169790;15393377.0
6409;15105874;15405692.0
6410;15414218;15469622.0
6411;15106010;15576965.0
6412;14423356;15604526.0
6413;15418816;15348462.0
6414;15306548;15627046.0
6415;14224411;15349836.0
6416;15414274;15316925.0
6417;15367094;15443657.0
6418;15174603;15599629.0
6419;14764949;15680913.0
6420;15389769;15540199.0
6421;15242197;15657344.0
6422;15297156;15578901.0
6423;15355779;15457753.0
6424;15419641;14690149.0
6425;15106035;15355354.0
6426;15132983;14612985.0
6427;15308116;15414525.0
6428;14242607;15287394.0
6429;15155836;15363207.0
6430;15029363;15369455.0
6431;15374996;15139296.0
6432;15369721;15356778.0
6433;14765307;15444905.0
6434;15052224;14851453.0
6435;15105850;15271685.0
6436;15416540;15265296.0
6437;15185408;15173401.0
6438;15105834;15533893.0
6439;15315271;15508217.0
6440;15415459;15218253.0
6441;15106085;15661845.0
6442;15308672;15684355.0
6443;15401838;15627073.0
6444;15400366;15634992.0
6445;15164136;14101910.0
6446;15164058;15675030.0
6447;15329446;15656601.0
6448;15052402;15088825.0
6449;15275841;15416905.0
6450;14616829;13716480.0
6451;15164084;15564545.0
6452;15370604;15519288.0
6453;15052527;15493413.0
6454;15399808;15424432.0
6455;14244191;15148440.0
6456;15403392;15552204.0
6457;15275879;15539932.0
6458;15365942;15559025.0
6459;15309146;15401275.0
6460;15164312;15577861.0
6461;15275978;15482152.0
6462;15052278;14423045.0
6463;15275908;15587596.0
6464;15175515;15685342.0
6465;15139651;15369170.0
6466;15407056;15399322.0
6467;15164263;15667473.0
6468;15136207;15126647.0
6469;14817528;15397236.0
6470;15415497;15157021.0
6471;15415517;15104467.0
6472;15136253;15308159.0
6473;15052562;15511482.0
6474;15080354;15656526.0
6475;14278809;15661032.0
6476;14243009;15496125.0
6477;15080103;15678765.0
6478;15136314;15398010.0
6479;15080609;15628167.0
6480;14723117;15331677.0
6481;14918594;15132109.0
6482;15407109;15561600.0
6483;15287483;14100116.0
6484;15276037;15401272.0
6485;15276075;15685526.0
6486;15332606;15684413.0
6487;15176764;15522978.0
6488;15343216;15643810.0
6489;15420565;15437617.0
6490;15420536;15549009.0
6491;15418856;15558900.0
6492;15418828;15291129.0
6493;15417197;14642022.0
6494;15100569;15531214.0
6495;15396730;15177168.0
6496;15393058;15419846.0
6497;15420749;15549615.0
6498;15397276;15677081.0
6499;15397209;15623452.0
6500;15340082;15534190.0
6501;15309960;15022357.0
6502;15307912;15343241.0
6503;14116532;15684878.0
6504;15413980;15168705.0
6505;15286301;15662375.0
6506;15419687;14830029.0
6507;15417162;15463230.0
6508;15371763;15584617.0
6509;15419178;15556230.0
6510;15420721;15663149.0
6511;15420498;15366866.0
6512;15418663;15669149.0
6513;15417892;15235926.0
6514;15417398;15515518.0
6515;15416635;15481178.0
6516;15415878;15557526.0
6517;15413456;15615133.0
6518;15413174;14332995.0
6519;15397035;15236214.0
6520;15386483;15423321.0
6521;15345293;15536552.0
6522;15341623;15565662.0
6523;14471227;15519226.0
6524;15417159;15527102.0
6525;15374827;15582577.0
6526;15094219;15500021.0
6527;14674548;15488547.0
6528;15416855;15356295.0
6529;15357741;15477848.0
6530;15317546;15197217.0
6531;15355503;15600762.0
6532;15417684;14972771.0
6533;15406855;15563556.0
6534;15412640;15349154.0
6535;15336376;15402284.0
6536;15268839;15653253.0
6537;15264500;14659427.0
6538;12181252;15330665.0
6539;15417119;15244987.0
6540;15417033;15345219.0
6541;15379824;15465439.0
6542;15287460;15185371.0
6543;14352825;15666916.0
6544;15420708;14548851.0
6545;15245133;15674298.0
6546;15411927;15410359.0
6547;15415945;15407717.0
6548;15412991;15368937.0
6549;15375868;15191256.0
6550;15237370;15357236.0
6551;15392083;15538901.0
6552;15367197;15538624.0
6553;15364556;15539138.0
6554;15269205;15409326.0
6555;15258173;15492978.0
6556;14822123;14247498.0
6557;14774730;14913613.0
6558;15342528;15584968.0
6559;15329294;15396758.0
6560;15413233;15561348.0
6561;15374192;15418505.0
6562;15248456;15577616.0
6563;13622500;15577174.0
6564;15421072;15409320.0
6565;15419600;15487923.0
6566;15419672;15357454.0
6567;15418040;15161724.0
6568;15416917;15616376.0
6569;15415673;15466159.0
6570;15412499;15407052.0
6571;15409498;15227222.0
6572;15379706;15521230.0
6573;15378517;15025470.0
6574;15317832;15520526.0
6575;15269632;15286614.0
6576;15267553;15109318.0
6577;15075384;15371848.0
6578;15026863;15378495.0
6579;14881430;15493150.0
6580;14664194;13453633.0
6581;15328198;15665156.0
6582;15420437;15556936.0
6583;15413907;15549132.0
6584;15412610;15416993.0
6585;15412204;15388667.0
6586;15390604;15388655.0
6587;15352913;15370628.0
6588;15349225;15319086.0
6589;15141682;15533707.0
6590;15112664;15653336.0
6591;15420691;15666455.0
6592;15412398;15668092.0
6593;15408307;15468690.0
6594;15288552;15377134.0
6595;14159111;15631020.0
6596;13978966;15555682.0
6597;15407245;15484840.0
6598;15407164;15562844.0
6599;15379894;13889282.0
6600;15272340;14418327.0
6601;15105798;14573402.0
6602;14513570;14880200.0
6603;14412252;15542986.0
6604;15419790;15474478.0
6605;15421077;15522464.0
6606;15412993;15555593.0
6607;15370746;15409405.0
6608;15250926;15557796.0
6609;15152571;15552557.0
6610;15079738;15517744.0
6611;14956523;15581158.0
6612;14526634;15656515.0
6613;13390516;15622464.0
6614;13325763;15550214.0
6615;11063098;15527978.0
6616;8680236;15556241.0
6617;15420474;15537892.0
6618;15419974;15384860.0
6619;15417867;15081972.0
6620;15415610;15539104.0
6621;15413796;15419119.0
6622;15410694;15055504.0
6623;15406053;14809349.0
6624;15405702;15524306.0
6625;15405163;14515844.0
6626;15404948;14102849.0
6627;15393408;15342065.0
6628;15392430;15401551.0
6629;15391023;15415892.0
6630;15389434;15419201.0
6631;15388341;14405788.0
6632;15385098;15288879.0
6633;15374601;15387005.0
6634;15373776;14805422.0
6635;15358973;15518185.0
6636;15358544;15475693.0
6637;15358127;15413518.0
6638;15352673;15048548.0
6639;15347723;14455671.0
6640;15332088;15278419.0
6641;15283740;15384187.0
6642;15283356;15384569.0
6643;15179147;15376908.0
6644;15168760;15442226.0
6645;15077100;15670679.0
6646;15072131;15499605.0
6647;14830029;15460131.0
6648;14782559;15678796.0
6649;14417037;15518000.0
6650;13988534;15685332.0
6651;13772052;15614375.0
6652;12368870;15111947.0
6653;15133644;15685938.0
6654;15098514;14870549.0
6655;15414434;15544392.0
6656;15418945;15037090.0
6657;15413526;15007671.0
6658;15329775;15322636.0
6659;15343922;15521412.0
6660;12410702;14896448.0
6661;15420694;14915903.0
6662;15420257;15529459.0
6663;15420089;15635255.0
6664;15419349;15418921.0
6665;15419201;15550182.0
6666;15419064;15348882.0
6667;15418919;15380018.0
6668;15415027;15353246.0
6669;15414543;15357534.0
6670;15412800;15492189.0
6671;15412590;15473225.0
6672;15412276;15567059.0
6673;15408402;15495208.0
6674;15409318;15565684.0
6675;15405071;15487891.0
6676;15388096;15486425.0
6677;15378766;15398302.0
6678;15366877;15388389.0
6679;15366370;15430431.0
6680;15359164;15591415.0
6681;15342783;15165303.0
6682;15341300;15389962.0
6683;15331516;15265288.0
6684;15326676;15088432.0
6685;15326672;15299205.0
6686;15325658;15071958.0
6687;15312890;15377010.0
6688;15294362;15400839.0
6689;15310714;15323087.0
6690;15307824;15408675.0
6691;15302501;15211568.0
6692;15300800;15365786.0
6693;15300596;15171023.0
6694;15298438;15407413.0
6695;15297587;15404699.0
6696;15179071;15301791.0
6697;15286197;15127608.0
6698;15281066;15127702.0
6699;15272339;15170467.0
6700;15264616;15302825.0
6701;15256292;15265332.0
6702;15249646;15202850.0
6703;15229022;15350006.0
6704;15224794;15302325.0
6705;14852556;15302085.0
6706;15219549;15404941.0
6707;15210553;15349934.0
6708;15198338;15329768.0
6709;15180902;15316001.0
6710;15169124;15265303.0
6711;15150435;15283433.0
6712;15150348;15408727.0
6713;15147541;15302387.0
6714;15133685;15385327.0
6715;15077237;15400539.0
6716;15070853;15358084.0
6717;15057281;15372993.0
6718;15007059;14224481.0
6719;15006969;14224458.0
6720;15005458;14224444.0
6721;14994796;13862509.0
6722;14888778;15419186.0
6723;14880173;15395899.0
6724;14804266;15071700.0
6725;14773069;15291796.0
6726;14766964;13872370.0
6727;14748181;13862553.0
6728;14632051;15417833.0
6729;14631793;14224411.0
6730;14409448;15300063.0
6731;14282278;15514100.0
6732;14069369;15384570.0
6733;14010204;15480972.0
6734;13879010;15219396.0
6735;13665761;15610735.0
6736;13267101;15533765.0
6737;12830953;15555984.0
6738;10155203;15553158.0
6739;13436194;15212086.0
6740;15405154;15610451.0
6741;15377342;15561566.0
6742;15313448;15429173.0
6743;15314138;15667783.0
6744;15227628;15610379.0
6745;15089202;15574085.0
6746;14175547;15643543.0
6747;13488275;15613939.0
6748;13347109;15379850.0
6749;11678524;15635686.0
6750;15380120;14664671.0
6751;15416272;15579802.0
6752;15412283;15543762.0
6753;15400623;15507648.0
6754;14854688;15473313.0
6755;13850733;15631523.0
6756;12932745;15631562.0
6757;15420407;15402434.0
6758;15420200;15438049.0
6759;15418613;15533122.0
6760;15418120;15532568.0
6761;15417494;15303286.0
6762;15402689;15579483.0
6763;15396733;15579590.0
6764;15393466;15234056.0
6765;15392526;15524552.0
6766;15390377;15571845.0
6767;15389494;15475206.0
6768;15387262;15591978.0
6769;15385340;15288412.0
6770;15382139;15411303.0
6771;15290979;15021549.0
6772;15379190;15437326.0
6773;15376817;15722437.0
6774;15375899;15242758.0
6775;15374567;15401595.0
6776;15372731;15255586.0
6777;15363627;15404663.0
6778;15352161;15404522.0
6779;15347326;15364990.0
6780;15342986;15265222.0
6781;15340242;15404118.0
6782;15339430;15356812.0
6783;15332183;15338715.0
6784;15325653;15362766.0
6785;15324271;15419696.0
6786;15300295;15356744.0
6787;15321157;15419616.0
6788;15311901;15389769.0
6789;15304026;15095520.0
6790;15301228;15471899.0
6791;15287412;15082340.0
6792;15280872;14966141.0
6793;15259816;15682717.0
6794;15232881;15654583.0
6795;15180823;15609821.0
6796;15122116;15673790.0
6797;15154022;15631129.0
6798;15140909;15342654.0
6799;15093233;15569079.0
6800;15050072;15654460.0
6801;15019862;15558116.0
6802;14041965;15636221.0
6803;13742115;15692839.0
6804;15392739;15553950.0
6805;15299996;15614241.0
6806;15352209;14811163.0
6807;15286859;14969977.0
6808;14654888;15405999.0
6809;15374687;15458568.0
6810;15408380;14940767.0
6811;15405132;15545091.0
6812;15396449;15594579.0
6813;15392527;15471294.0
6814;15385473;15623032.0
6815;15375241;15623044.0
6816;15361251;15071504.0
6817;15349836;15535916.0
6818;15309416;15684884.0
6819;15308849;15464852.0
6820;15304211;15215253.0
6821;15281655;15633548.0
6822;15214400;13886380.0
6823;15146645;13858068.0
6824;15007261;13856878.0
6825;9979025;13886930.0
6826;15410297;13856837.0
6827;15396508;13848077.0
6828;15067658;13848126.0
6829;15418540;14554161.0
6830;15413949;15671834.0
6831;15403446;15658153.0
6832;15403257;14550384.0
6833;15402126;15685623.0
6834;15354521;15418356.0
6835;15327485;15360994.0
6836;15326909;13956586.0
6837;15293430;15361544.0
6838;15281812;15357702.0
6839;15273442;15289364.0
6840;15271598;15706665.0
6841;15252357;14874210.0
6842;14899479;15619760.0
6843;14653869;15632330.0
6844;14449421;15619737.0
6845;14363316;15619676.0
6846;13742451;15623008.0
6847;15233744;15562890.0
6848;15410956;15349688.0
6849;15345755;15171141.0
6850;15163307;15013655.0
6851;14140142;15326578.0
6852;15420933;15398101.0
6853;15420849;15499208.0
6854;15420053;15436707.0
6855;15419493;14983561.0
6856;15419453;15379462.0
6857;15413589;15506590.0
6858;15416661;15550326.0
6859;15414917;15353179.0
6860;15413146;15493015.0
6861;15410040;15512940.0
6862;15410033;14870278.0
6863;15409876;15168084.0
6864;15409775;14296965.0
6865;15409781;14885916.0
6866;15408523;15499285.0
6867;15408119;15427158.0
6868;15407784;15668258.0
6869;15407717;15380510.0
6870;15407445;14316144.0
6871;15405190;15270371.0
6872;15405155;15165767.0
6873;15402500;14430026.0
6874;15396874;15417330.0
6875;15396427;15681347.0
6876;15392111;15291820.0
6877;15386909;15339125.0
6878;15385644;15339993.0
6879;15384790;15571806.0
6880;15384048;15341666.0
6881;15383120;15493045.0
6882;15381782;15276631.0
6883;15380477;15571897.0
6884;15379424;15380478.0
6885;15379079;13850733.0
6886;15378576;15395100.0
6887;15377998;15323881.0
6888;15377966;15412043.0
6889;15377927;15664806.0
6890;15377722;15398466.0
6891;15377438;14948188.0
6892;15376289;15387626.0
6893;15374352;15308860.0
6894;15373400;15369585.0
6895;15372004;15407013.0
6896;15370222;15485637.0
6897;15370335;15526543.0
6898;15363960;15511781.0
6899;15363394;15479147.0
6900;15363134;15364993.0
6901;15361638;15548232.0
6902;15361275;15132052.0
6903;15360850;15669210.0
6904;15357791;15528733.0
6905;15355354;15388666.0
6906;15347291;15654577.0
6907;15345548;15462480.0
6908;15344548;15647855.0
6909;15340889;15661894.0
6910;15340382;15138520.0
6911;15340330;15516922.0
6912;15340219;15681106.0
6913;15337497;14834092.0
6914;15336528;15657967.0
6915;15334178;14965849.0
6916;15333908;14463585.0
6917;15331424;14794485.0
6918;15330389;15379205.0
6919;15327149;14976643.0
6920;15327095;15676058.0
6921;15324791;15605957.0
6922;15324779;15452318.0
6923;15317864;15504210.0
6924;15317813;15627404.0
6925;15317742;14452263.0
6926;15299963;15602894.0
6927;15304469;15397234.0
6928;15303613;15256920.0
6929;15295295;15388180.0
6930;15277683;15351794.0
6931;15275084;15405771.0
6932;15272698;15357241.0
6933;15271863;15356849.0
6934;15271081;15356779.0
6935;15270159;14428777.0
6936;15264858;15511952.0
6937;15251770;15676967.0
6938;15244204;15356236.0
6939;15243650;15356070.0
6940;15243270;14438278.0
6941;15242751;15652326.0
6942;15240511;15654044.0
6943;15221922;15673745.0
6944;15219224;15617670.0
6945;15163264;14770388.0
6946;15154859;15398749.0
6947;15139537;15675607.0
6948;15135371;15436813.0
6949;15031520;15398067.0
6950;15131410;15411576.0
6951;15092421;15449624.0
6952;15073580;15575309.0
6953;14977028;15454659.0
6954;14973987;14933689.0
6955;14948285;15574180.0
6956;14900595;15601814.0
6957;14851976;15537211.0
6958;14646475;15426956.0
6959;14370566;15615377.0
6960;13980098;15567578.0
6961;13420389;15567375.0
6962;12960526;15314935.0
6963;12096826;15123377.0
6964;11322961;15462631.0
6965;11231838;15477911.0
6966;5624476;15633999.0
6967;15271319;15419832.0
6968;15141157;15539620.0
6969;15417077;15558150.0
6970;15408280;15581571.0
6971;15407111;15509112.0
6972;15405692;15683404.0
6973;15404005;15290568.0
6974;15397936;15396973.0
6975;15393500;15470701.0
6976;15379459;15555485.0
6977;15365105;14949237.0
6978;15356317;15490888.0
6979;15344278;15473568.0
6980;15327605;15197038.0
6981;15326852;15381816.0
6982;15319610;15455780.0
6983;15314064;15338788.0
6984;15295292;14599105.0
6985;15223337;14994138.0
6986;15222928;15677446.0
6987;15222207;15295456.0
6988;15213029;15398192.0
6989;15211285;13833944.0
6990;15177168;15533651.0
6991;15168768;15671289.0
6992;14791543;15353864.0
6993;14926119;15365405.0
6994;14773033;15233217.0
6995;14711408;15391230.0
6996;14370646;15273549.0
6997;14250249;15387000.0
6998;14240855;15180349.0
6999;13985394;15174783.0
7000;13978953;15516283.0
7001;12819080;15454174.0
7002;10664151;15451745.0
7003;15336285;15677070.0
7004;15418086;15660692.0
7005;15417355;15485867.0
7006;15416003;15651929.0
7007;15414319;15429202.0
7008;15413660;14808623.0
7009;15394483;15623327.0
7010;15392143;15635967.0
7011;15385241;15007428.0
7012;15379239;15335458.0
7013;15374815;15529931.0
7014;15373358;15597382.0
7015;15366473;15672444.0
7016;15364587;14198290.0
7017;15338597;15533361.0
7018;15338547;11780461.0
7019;15336939;14616988.0
7020;15323173;15395466.0
7021;15315805;15099498.0
7022;15294670;12757358.0
7023;15148551;15495781.0
7024;14937567;15653838.0
7025;12405321;15387662.0
7026;15292435;15439005.0
7027;12369325;15645553.0
7028;15412848;15627563.0
7029;15379840;15648803.0
7030;15356373;15618438.0
7031;14411724;15262387.0
7032;15420699;15122169.0
7033;15418078;15266446.0
7034;15417588;15354714.0
7035;15412861;15071216.0
7036;15412416;15226944.0
7037;15412393;15421072.0
7038;15412171;15396508.0
7039;15409279;14986888.0
7040;15409048;15401717.0
7041;15407973;15124907.0
7042;15406244;15533287.0
7043;15405882;15628795.0
7044;15389940;15568245.0
7045;15399728;15584553.0
7046;15393261;15544879.0
7047;15392651;15673140.0
7048;15391532;11543333.0
7049;15380489;15501336.0
7050;15380145;15573604.0
7051;15376501;15613744.0
7052;15374828;15677723.0
7053;15373991;15673993.0
7054;15373659;15515715.0
7055;15372157;15630351.0
7056;15371128;15326704.0
7057;15356592;15498954.0
7058;15354887;15676340.0
7059;15352601;15542205.0
7060;15350387;15688318.0
7061;15335167;15368935.0
7062;15348095;15688759.0
7063;15346348;15377296.0
7064;15339993;15535777.0
7065;15332892;15338717.0
7066;15331233;14968878.0
7067;15331072;13185620.0
7068;15224998;15112931.0
7069;15327486;15463113.0
7070;15326274;15463426.0
7071;15325139;15333931.0
7072;15281767;15483733.0
7073;15273543;15403683.0
7074;15267778;15512738.0
7075;15247855;15422933.0
7076;15244987;15396971.0
7077;15173114;14971745.0
7078;15135660;11685093.0
7079;15108618;15575440.0
7080;15078920;15620780.0
7081;15073443;15403671.0
7082;15065917;15352317.0
7083;14970859;15191365.0
7084;14956317;15497954.0
7085;14644055;15674299.0
7086;14315706;15412631.0
7087;13433732;15578683.0
7088;7384076;15362211.0
7089;15019951;15625461.0
7090;15420017;15357981.0
7091;15418725;15269412.0
7092;15417872;15350301.0
7093;15407404;15340068.0
7094;15406603;15305912.0
7095;15405648;15201671.0
7096;15388839;15556634.0
7097;15388100;15190138.0
7098;15383242;15545579.0
7099;15374651;15623053.0
7100;15371404;13672992.0
7101;15359795;15635258.0
7102;15355207;15644599.0
7103;15343550;15359886.0
7104;15326784;15574408.0
7105;15323223;14989695.0
7106;15318214;15340769.0
7107;15303262;15443227.0
7108;15300646;15558567.0
7109;15299999;15493343.0
7110;15282362;15066013.0
7111;15257004;15400496.0
7112;15025636;14310538.0
7113;14877736;15401608.0
7114;14637167;15241592.0
7115;14604088;15215365.0
7116;13711412;15294830.0
7117;13176198;15409103.0
7118;15363520;15412425.0
7119;14988918;15576282.0
7120;15411183;14167371.0
7121;15321777;15625531.0
7122;15140964;15486357.0
7123;15420735;15637044.0
7124;15415518;15676240.0
7125;15412803;15521486.0
7126;15409921;15518689.0
7127;15401127;15559498.0
7128;15393833;15612606.0
7129;15388563;15478090.0
7130;15382061;15551908.0
7131;15378261;15537324.0
7132;15377402;15596758.0
7133;15362290;15673987.0
7134;15341178;14277004.0
7135;15335983;15488474.0
7136;15296782;15459838.0
7137;15179302;15058495.0
7138;15080206;15346619.0
7139;14982140;15256754.0
7140;14978265;15540364.0
7141;14871870;15475396.0
7142;13718205;15615844.0
7143;13481779;12405029.0
7144;15307255;15300264.0
7145;15407638;15342189.0
7146;15388372;14471378.0
7147;15344096;15335472.0
7148;15308037;13973662.0
7149;15180349;15531064.0
7150;15420719;15143111.0
7151;15419795;15283829.0
7152;15414515;15388431.0
7153;15414433;14394495.0
7154;15414355;15144935.0
7155;15412004;13979035.0
7156;15410724;15354354.0
7157;15409898;15356190.0
7158;15407393;15322632.0
7159;15400716;15184765.0
7160;15389847;15058579.0
7161;15386167;14817136.0
7162;15386295;15513578.0
7163;15382627;14741291.0
7164;15382548;15517510.0
7165;15380211;15541869.0
7166;15377548;15514663.0
7167;15377367;15514995.0
7168;15371886;15523900.0
7169;15365820;15470883.0
7170;15359735;15506689.0
7171;15356365;15547119.0
7172;15352973;15573109.0
7173;15349433;15593041.0
7174;15349317;15051655.0
7175;15336202;15019643.0
7176;15326581;14238283.0
7177;15325786;15644237.0
7178;15310857;14470288.0
7179;15290568;15570695.0
7180;15295509;15618296.0
7181;15290617;15677223.0
7182;15281805;15186460.0
7183;15256765;15388654.0
7184;15234891;15543607.0
7185;15188974;15562047.0
7186;15186460;15604700.0
7187;15176799;15523657.0
7188;15145473;15439045.0
7189;15016821;15651310.0
7190;14855208;15593873.0
7191;14421417;15365120.0
7192;15374457;15294081.0
7193;15247341;15548311.0
7194;15420926;14099598.0
7195;15420801;15390016.0
7196;15419846;15384527.0
7197;15418851;15549994.0
7198;15416438;14999387.0
7199;15407324;15313803.0
7200;15401434;14943220.0
7201;15399203;14351517.0
7202;15390442;15301527.0
7203;15385513;15467174.0
7204;15380330;15659399.0
7205;15365683;15245101.0
7206;15335963;15437818.0
7207;15333211;15547468.0
7208;15261570;13978714.0
7209;15253611;15420742.0
7210;15223456;15458232.0
7211;15203415;15306619.0
7212;15134899;15608477.0
7213;15069048;15648718.0
7214;15045336;14452199.0
7215;15040740;14687809.0
7216;14013217;15059036.0
7217;12959663;15097299.0
7218;12932803;14869201.0
7219;9496928;15551711.0
7220;9496754;14950178.0
7221;5730604;14132690.0
7222;15371614;15494224.0
7223;15244722;15143782.0
7224;15324472;15628339.0
7225;15067367;15639087.0
7226;14879476;14803045.0
7227;12415465;15052410.0
7228;15414702;15321906.0
7229;15421158;15667888.0
7230;15419949;15198144.0
7231;15417567;15309822.0
7232;15413808;15596725.0
7233;15412965;13024190.0
7234;15412549;15392208.0
7235;15411877;15276689.0
7236;15410401;15532236.0
7237;15409162;15511885.0
7238;15408987;15561301.0
7239;15406033;15614183.0
7240;15400852;15549941.0
7241;15399858;15374648.0
7242;15392199;15549855.0
7243;15390241;15653219.0
7244;15382935;15514202.0
7245;15380367;15688824.0
7246;15376959;15616389.0
7247;15374995;15382523.0
7248;15367319;15501249.0
7249;15366977;15688158.0
7250;15365403;15097202.0
7251;15365130;15633634.0
7252;15361824;13799936.0
7253;15355938;15386214.0
7254;15351665;15355995.0
7255;15349061;15388839.0
7256;15231868;15286821.0
7257;15337039;15331022.0
7258;15336953;15409370.0
7259;15333419;15395644.0
7260;15331250;15544941.0
7261;15324273;15505031.0
7262;15324070;15589445.0
7263;15315467;15665013.0
7264;15309750;15495609.0
7265;15297718;15560893.0
7266;15296728;15644128.0
7267;15274923;15408201.0
7268;15273937;15550990.0
7269;15264908;15549119.0
7270;15261707;15681574.0
7271;15157835;15516339.0
7272;15155607;15626803.0
7273;15099089;15081891.0
7274;15095110;15302913.0
7275;15084186;15673129.0
7276;15059461;14571348.0
7277;15040134;15510231.0
7278;14938523;15346165.0
7279;14880581;15421257.0
7280;14786044;13773813.0
7281;14785833;15561415.0
7282;14723007;15667940.0
7283;14669414;15040686.0
7284;14438250;15359109.0
7285;14036148;15386483.0
7286;13988506;14935663.0
7287;11187081;15514668.0
7288;12557631;15675498.0
7289;13357923;15647848.0
7290;13224755;15502806.0
7291;13068299;15678001.0
7292;13013719;15095807.0
7293;12986790;15311901.0
7294;12863497;15512168.0
7295;9575734;15612536.0
7296;9021413;15652568.0
7297;15381927;14766964.0
7298;15349189;15453997.0
7299;15336089;15662842.0
7300;14850689;15678341.0
7301;12405090;15408307.0
7302;15392990;15512126.0
7303;14351738;15548708.0
7304;12413186;15563311.0
7305;15414152;15353353.0
7306;15411701;15416272.0
7307;15388540;15656531.0
7308;15355919;15353264.0
7309;15286821;15420407.0
7310;15270274;15329535.0
7311;15133510;15413589.0
7312;14541285;15333512.0
7313;14112696;15558901.0
7314;12405336;15629916.0
7315;15421213;15628185.0
7316;15421125;15497355.0
7317;15421084;15296352.0
7318;15421031;15367009.0
7319;15419997;15515698.0
7320;15419297;15684161.0
7321;15418172;15676423.0
7322;15418102;15676603.0
7323;15417118;15241447.0
7324;15417024;15418040.0
7325;15413402;15383434.0
7326;15416901;15406221.0
7327;15415370;15540758.0
7328;15414896;15208947.0
7329;15414652;15492932.0
7330;15413743;15156321.0
7331;15413692;14599741.0
7332;15413043;15622389.0
7333;15412348;15181058.0
7334;15412317;14934706.0
7335;15411820;15580111.0
7336;15410979;15386510.0
7337;15410535;15572201.0
7338;15410354;15253989.0
7339;15408549;15399175.0
7340;15409809;15308622.0
7341;15409458;14825050.0
7342;15408857;15515872.0
7343;15407879;15548316.0
7344;15407823;15197413.0
7345;15407521;14956160.0
7346;15407485;15560492.0
7347;15406869;15491173.0
7348;15405217;15679265.0
7349;15405066;15571466.0
7350;15404771;15161570.0
7351;15402585;15389801.0
7352;15402562;15376043.0
7353;15401815;15319522.0
7354;15401183;15514936.0
7355;15400903;15389022.0
7356;15400664;15506810.0
7357;15399980;15385178.0
7358;15399244;15297512.0
7359;15397966;15555771.0
7360;15396170;15652278.0
7361;15393412;14990652.0
7362;15392951;15363162.0
7363;15392856;15385531.0
7364;15392162;11139973.0
7365;15391795;15589178.0
7366;15391100;15533846.0
7367;15388090;15578819.0
7368;15387814;15229502.0
7369;15387360;14326240.0
7370;15387298;15682774.0
7371;15386827;15445772.0
7372;15366694;15312334.0
7373;15384932;14351420.0
7374;15383433;15505962.0
7375;15382767;15554015.0
7376;15382721;15565020.0
7377;15382253;15673873.0
7378;15381641;15489042.0
7379;15381266;15339004.0
7380;15380437;15360750.0
7381;15379563;15200624.0
7382;15379431;15612347.0
7383;15378079;15484520.0
7384;15377614;15520121.0
7385;15376910;15555156.0
7386;15376712;15670632.0
7387;15376555;15315586.0
7388;15375856;14819533.0
7389;15373810;15636902.0
7390;15372567;15674266.0
7391;15367826;15374224.0
7392;15367440;15668244.0
7393;15367362;15314964.0
7394;15367130;15393046.0
7395;15365930;15527451.0
7396;15365515;15156606.0
7397;15363248;15485543.0
7398;15363092;15403732.0
7399;15362141;15486201.0
7400;15361314;15184407.0
7401;15361097;15475740.0
7402;15298299;14759865.0
7403;15358927;15485197.0
7404;15356295;15093233.0
7405;15355703;15658889.0
7406;15354868;15385895.0
7407;15354453;15598329.0
7408;15354092;15552409.0
7409;15354273;15507089.0
7410;15354258;15558193.0
7411;15353893;14606585.0
7412;15352317;15283865.0
7413;15351199;15393387.0
7414;15350214;12634742.0
7415;15347988;15536818.0
7416;15347830;15550729.0
7417;15346144;15477032.0
7418;15345977;15488653.0
7419;15343488;15458119.0
7420;15342622;15510882.0
7421;15341026;15680117.0
7422;15339125;15657627.0
7423;15334512;15561419.0
7424;15334503;15556411.0
7425;15332601;15669874.0
7426;15327152;15644435.0
7427;15326514;15331273.0
7428;15326496;14523885.0
7429;15326252;15343639.0
7430;15326246;15371806.0
7431;15325542;15297941.0
7432;15325382;15076765.0
7433;15324369;15333893.0
7434;15324223;14999775.0
7435;15317049;15552505.0
7436;15316031;15660773.0
7437;15316062;14152816.0
7438;15314643;15022924.0
7439;15309923;15643762.0
7440;15308872;15677079.0
7441;15308698;15544125.0
7442;15307003;14745760.0
