;hirkod;hirkod_post
552;15202177;15464329.0
553;15201863;15275868.0
554;15166388;15647439.0
555;15375693;15600790.0
556;15369402;14813289.0
557;15346890;15632988.0
558;15270898;15376501.0
559;15310717;15471102.0
560;15378270;15468525.0
561;15374436;15235088.0
562;15387164;15520759.0
563;15272428;15625683.0
564;15252944;15644908.0
565;15368430;15656819.0
566;15396053;15683923.0
567;15378045;15301695.0
568;15255646;15378558.0
569;15368129;15294344.0
570;15367832;15399980.0
571;15163112;10264599.0
572;15071758;15403593.0
573;15037637;15501315.0
574;14593346;15574717.0
575;15403240;15674275.0
576;15395730;15626537.0
577;15322831;15271415.0
578;15323722;15659343.0
579;15403156;14854247.0
580;15396971;15292138.0
581;15387436;13782598.0
582;15285620;15404288.0
583;15097848;14995859.0
584;15403523;15414896.0
585;15392917;15469226.0
586;15392915;14592477.0
587;15388186;15558513.0
588;15377962;15403715.0
589;15376752;15407008.0
590;15363507;15560216.0
591;15363503;15570580.0
592;15363488;15549315.0
593;15359109;15522383.0
594;15348854;15572978.0
595;15322167;15561983.0
596;15313836;15649064.0
597;15215362;15661371.0
598;15150681;15658474.0
599;15102640;15200019.0
600;14999387;15591636.0
601;15376404;14259779.0
602;15382598;15685119.0
603;15327349;15659608.0
604;14092900;15258021.0
605;15371076;15407771.0
606;15313804;15530543.0
607;15117962;15541445.0
608;14982925;15553048.0
609;15326169;15548848.0
610;15336545;15495592.0
611;15382255;14646148.0
612;15402257;15573241.0
613;15374138;15543521.0
614;15366819;15498935.0
615;15401612;15207750.0
616;15396863;15532295.0
617;15387012;15565730.0
618;15380795;15042125.0
619;15372114;14101715.0
620;15365120;15687700.0
621;15318015;15621414.0
622;15305219;15613648.0
623;15262394;15443205.0
624;15256910;15005004.0
625;15237096;15608295.0
626;15194147;15682644.0
627;15404644;15639367.0
628;15384558;15635663.0
629;15340205;15379460.0
630;15313803;15387182.0
631;15333511;15285620.0
632;15278156;15404644.0
633;15400519;15340205.0
634;15380478;15346983.0
635;15105567;15285419.0
636;15385382;15348660.0
637;15294060;15390248.0
638;15198144;15390679.0
639;15183391;15339553.0
640;15344507;15123116.0
641;15393710;15366885.0
642;15390119;15382278.0
643;15389416;15262698.0
644;15387080;15396459.0
645;15383954;15372090.0
646;15382617;15315483.0
647;15382359;15366645.0
648;15380796;14451544.0
649;15380727;15387395.0
650;15355555;15271805.0
651;15346983;14387865.0
652;15344592;15254241.0
653;15396486;15285183.0
654;15394006;15347206.0
655;15376012;15254889.0
656;15374169;15408816.0
657;15373978;15387901.0
658;15373958;15393729.0
659;15348044;15389598.0
660;15223133;15391506.0
661;15392947;15390781.0
662;15386653;15388445.0
663;15359079;15265664.0
664;15340631;14626289.0
665;15324870;14591448.0
666;15300920;14627324.0
667;15294901;14654144.0
668;15267613;15368949.0
669;15226958;15373614.0
670;15206146;15410043.0
671;15172791;15345581.0
672;15150679;14140081.0
673;15102538;15406635.0
674;14858593;15408304.0
675;15404830;15409453.0
676;15382095;15412069.0
677;15285419;15412412.0
678;15404335;15416955.0
679;15398471;15390245.0
680;15386119;15200276.0
681;15379552;15378913.0
682;15334605;15400071.0
683;15348660;15387159.0
684;15398887;15390293.0
685;15392223;15307496.0
686;14343407;15414440.0
687;15397239;15393783.0
688;15388188;15402280.0
689;15378391;15398035.0
690;15376756;15419369.0
691;15367245;15400982.0
692;15363492;14626146.0
693;15361063;15358544.0
694;15359081;15414702.0
695;15331185;15234863.0
696;15305239;14813888.0
697;15298018;15398410.0
698;15297997;15509837.0
699;15286525;15280245.0
700;15276498;15531479.0
701;15266446;15527629.0
702;15258465;15470935.0
703;15215349;15067674.0
704;14998866;15551142.0
705;14984588;15162564.0
706;14919598;15284513.0
707;15146278;14349442.0
708;15369593;15542166.0
709;15326655;15457495.0
710;15315753;15054165.0
711;15404384;15447228.0
712;15397298;15329219.0
713;15380971;15100532.0
714;15354354;14952661.0
715;15312700;13543521.0
716;15068923;15553468.0
717;15354695;15533653.0
718;15302981;15491571.0
719;15366964;15405168.0
720;15353864;15575860.0
721;15352370;15565989.0
722;15342662;14697069.0
723;15329245;15429817.0
724;15310801;15535064.0
725;15261040;15520938.0
726;15183932;15513464.0
727;13826033;15165353.0
728;15398810;15005999.0
729;15367418;15522899.0
730;15339561;15562925.0
731;15388184;15527329.0
732;15383519;15516410.0
733;15372145;15560017.0
734;15358350;15092888.0
735;15354714;15292842.0
736;15346795;15476271.0
737;15344852;15321035.0
738;15342903;15563697.0
739;15340674;15493289.0
740;15309778;15553851.0
741;15305222;15531404.0
742;15294817;15375657.0
743;15234382;15266260.0
744;15187542;13995840.0
745;15117953;15551686.0
746;15106532;15540479.0
747;15016990;14461475.0
748;15008829;15572167.0
749;15353841;15181166.0
750;15376629;15462551.0
751;15314071;15472725.0
752;15383716;15566792.0
753;15377392;15516565.0
754;15373529;15365438.0
755;15339347;15210707.0
756;15260739;15015370.0
757;15374028;15466733.0
758;15368627;15443406.0
759;15397397;15355832.0
760;15392016;15578798.0
761;15376774;15572373.0
762;15331945;15569482.0
763;15085681;15560808.0
764;14867693;15419926.0
765;14820678;15193315.0
766;15397662;14864859.0
767;15329617;14862106.0
768;15379205;14861142.0
769;15393371;15286709.0
770;15366734;15549219.0
771;15196614;15524876.0
772;15357981;15523238.0
773;15403683;15447130.0
774;15401492;15316638.0
775;15400853;14954837.0
776;15397234;15516751.0
777;15388192;15488128.0
778;15367597;15350545.0
779;15281965;15343190.0
780;15277254;15534967.0
781;15269412;15491428.0
782;15223394;15552387.0
783;15050118;15522676.0
784;15036708;15181099.0
785;15024416;15562133.0
786;15378106;15550579.0
787;15373549;15522686.0
788;15401331;15424138.0
789;15331912;13912907.0
790;15159963;15520583.0
791;15034745;15537733.0
792;15044602;15537720.0
793;15257429;15478162.0
794;15386150;15219743.0
795;15375647;15571444.0
796;15374086;15122919.0
797;15365405;15481575.0
798;15339717;15339015.0
799;15256688;15547111.0
800;15158495;14889751.0
801;15018364;15519272.0
802;15300666;15429346.0
803;15390248;15099435.0
804;15355475;15065126.0
805;15298362;13908128.0
806;15402653;15578239.0
807;15400496;15205976.0
808;15398644;15482298.0
809;15386965;15403862.0
810;15333544;15424693.0
811;15329209;15532122.0
812;15327296;15547435.0
813;15320945;15530184.0
814;15315628;15597148.0
815;15266972;15484326.0
816;15055473;15594935.0
817;14966235;15503893.0
818;15375993;15462194.0
819;15373574;15684129.0
820;15350301;15632286.0
821;14772769;15600528.0
822;15388187;15494778.0
823;15379712;15424705.0
824;15376415;15458223.0
825;15363493;15415668.0
826;15359111;15590198.0
827;15351257;15638018.0
828;15327506;15673684.0
829;15322211;15597499.0
830;15318017;13778298.0
831;15313807;15392547.0
832;15309764;15586182.0
833;15258464;15546723.0
834;15256904;15173666.0
835;15248242;15679485.0
836;15226951;15493778.0
837;15212777;15457048.0
838;15212765;15660151.0
839;15190228;15482371.0
840;15168705;15415611.0
841;15164929;13860078.0
842;15126647;15674566.0
843;15122194;12858350.0
844;15011981;15457353.0
845;15011973;15642528.0
846;14999414;15131772.0
847;14996167;15665441.0
848;14943216;15586366.0
849;14794003;15231644.0
850;14310535;14859942.0
851;10916872;15681600.0
852;15390679;15586879.0
853;15233095;15611718.0
854;15403671;15604001.0
855;15317965;15611862.0
856;15200974;15081009.0
857;14889529;15673701.0
858;15347152;15652805.0
859;15290375;14517317.0
860;14816446;15400668.0
861;15404288;15678387.0
862;15360074;15649300.0
863;15308651;15677354.0
864;15262995;15432474.0
865;15191242;15657494.0
866;15392940;14883225.0
867;15389140;15635628.0
868;15363442;15426614.0
869;15363002;15107367.0
870;15359105;14573002.0
871;15340769;13535901.0
872;15331905;15351457.0
873;15324866;14638744.0
874;15323895;15609229.0
875;15314897;15562641.0
876;15298002;15665492.0
877;15277241;15622484.0
878;15255587;15640913.0
879;15206155;15686761.0
880;15158977;15664963.0
881;15080727;15350100.0
882;15075317;15662387.0
883;15008871;15280171.0
884;14923177;15082842.0
885;15348394;15578952.0
886;15389409;14865141.0
887;15374346;15612884.0
888;15339553;15427976.0
889;15385416;15511726.0
890;15358888;14323519.0
891;15312009;15602536.0
892;15123116;15390273.0
893;15348315;15454428.0
894;15225212;15310016.0
895;15395638;15152453.0
896;15374251;15419198.0
897;15371198;15043798.0
898;15359944;15549329.0
899;15357879;15527907.0
900;15356190;13312380.0
901;15311447;15555480.0
902;15267238;15559740.0
903;15224552;15534804.0
904;15120243;15578433.0
905;14732125;15016740.0
906;13609356;15556629.0
907;15233217;15562995.0
908;15394736;15572049.0
909;15366885;15564049.0
910;15354459;15529279.0
911;15350705;15515552.0
912;15336984;14951744.0
913;15308012;15673712.0
914;15258340;15650277.0
915;15113688;15585520.0
916;14950774;15534414.0
917;15150208;15602447.0
918;15374197;15687062.0
919;15403001;15451036.0
920;15401823;15645053.0
921;15385123;15624494.0
922;15374463;13128806.0
923;15357161;15649309.0
924;15346923;15683496.0
925;15381994;15600582.0
926;15378430;15128956.0
927;15376290;15325868.0
928;15367486;15082869.0
929;15354715;15388578.0
930;15351808;15419620.0
931;15351634;15345293.0
932;15344732;15537826.0
933;15344729;15325037.0
934;15331943;14908783.0
935;15327527;15572497.0
936;15322205;15503100.0
937;15317985;15524263.0
938;15269512;15552848.0
939;15256923;15504480.0
940;15252942;15540869.0
941;15250891;15577426.0
942;15242513;15561692.0
943;15176704;15502395.0
944;15168711;15566065.0
945;15134129;15040412.0
946;15071216;15399435.0
947;15066868;15360276.0
948;15062504;14565917.0
949;15062448;15353686.0
950;15057988;15585622.0
951;15027371;15574767.0
952;15348027;15339767.0
953;15289801;15382065.0
954;15372911;15378937.0
955;15226944;15310714.0
956;15102639;15214035.0
957;14952156;15498229.0
958;14940174;15152930.0
959;15357603;15513533.0
960;15310352;14805780.0
961;15370432;15351396.0
962;15399590;13608416.0
963;15389844;15404169.0
964;15382785;15295370.0
965;15329505;15526913.0
966;15314531;15565983.0
967;15401859;15657790.0
968;15384852;15684961.0
969;15040006;15662686.0
970;15402981;15617567.0
971;15366210;15395261.0
972;15384686;15386161.0
973;15372115;15275421.0
974;15354716;15500495.0
975;15347238;15552920.0
976;15344252;14886943.0
977;15332950;15460178.0
978;15327505;15570620.0
979;15325868;14683309.0
980;15257517;15539363.0
981;15249236;15539101.0
982;15242515;14743207.0
983;15027369;14537781.0
984;14995782;15414934.0
985;15358800;15285384.0
986;15399434;14666352.0
987;15394281;15500916.0
988;15391230;15578261.0
989;15374356;15407200.0
990;15394825;15616671.0
991;15323770;15635388.0
992;15321976;15050792.0
993;15197340;15425510.0
994;15372178;15601985.0
995;15389261;15687990.0
996;15389290;15608107.0
997;15385346;15631737.0
998;15010163;15667356.0
999;15377005;15385382.0
1000;15376050;14909878.0
1001;15359897;15389082.0
1002;15357541;15333866.0
1003;15320928;15272610.0
1004;15315459;15305984.0
1005;15254821;15332626.0
1006;15175918;15536555.0
1007;15013233;15450654.0
1008;14921474;15491813.0
1009;14810368;15130115.0
1010;14430026;15430196.0
1011;13980162;15454116.0
1012;15387784;15573918.0
1013;15376254;15489054.0
1014;15354702;15398228.0
1015;15293890;15573931.0
1016;15379622;15067248.0
1017;15233235;15563773.0
1018;15308185;15522838.0
1019;15399970;15423594.0
1020;15397769;15590799.0
1021;15396994;15683491.0
1022;15395261;15537430.0
1023;15383703;15681727.0
1024;15382526;15673927.0
1025;15382278;15665040.0
1026;15376206;15239818.0
1027;15367626;15664997.0
1028;15366921;14716674.0
1029;15353867;15612475.0
1030;15336614;14259419.0
1031;15262698;15673153.0
1032;15238048;15592044.0
1033;15221995;15490403.0
1034;14687345;12076389.0
1035;15401645;15606419.0
1036;15403201;15175655.0
1037;15396459;15276154.0
1038;15377147;15230591.0
1039;15353707;15062479.0
1040;15300164;15102624.0
1041;15272852;15390557.0
1042;15252599;15340630.0
1043;14993027;15078247.0
1044;15400810;15277244.0
1045;15392949;15202177.0
1046;15392945;15298018.0
1047;15392936;15286525.0
1048;15383506;15146278.0
1049;15376781;15354695.0
1050;15372119;15085681.0
1051;15371790;14867693.0
1052;15359100;15018364.0
1053;15354719;15011981.0
1054;15351807;15011973.0
1055;15344734;15255587.0
1056;15344728;15374197.0
1057;15327503;15381994.0
1058;15327500;15327527.0
1059;15326556;15062504.0
1060;15322210;15327500.0
1061;15322169;15256914.0
1062;15305220;15340636.0
1063;15300922;15011980.0
1064;15298001;15301211.0
1065;15266445;15397875.0
1066;15256914;15011991.0
1067;15256909;15325673.0
1068;15252955;15401604.0
1069;15223381;15212792.0
1070;15213799;15407365.0
1071;15176711;15372101.0
1072;15159013;15024390.0
1073;15122205;15105564.0
1074;15122204;15363447.0
1075;15102651;15352752.0
1076;15089775;15376772.0
1077;15062455;15250894.0
1078;15050120;15067759.0
1079;14996196;15187532.0
1080;14967701;15237110.0
1081;14783357;15401565.0
1082;14767924;15392907.0
1083;14698661;14984579.0
1084;15386132;15239160.0
1085;15322342;15305221.0
1086;15131424;15294828.0
1087;15354697;15372106.0
1088;14855974;15372105.0
1089;15361229;15351806.0
1090;15398636;15212797.0
1091;15396457;15194145.0
1092;15362185;15184544.0
1093;15354720;15277238.0
1094;15302360;15361307.0
1095;15281964;15294851.0
1096;15247404;15359070.0
1097;15223384;15190256.0
1098;15161969;15226949.0
1099;15061258;15248237.0
1100;14315032;15027392.0
1101;15374377;15024414.0
1102;15391959;15021454.0
1103;15353385;14988854.0
1104;15329351;15341944.0
1105;15042820;15308589.0
1106;15058495;15389403.0
1107;15392091;15344308.0
1108;15364569;15409495.0
1109;15404768;15363031.0
1110;15399906;15405775.0
1111;15397145;15294829.0
1112;15359892;15404286.0
1113;15316403;15413396.0
1114;15257529;15368622.0
1115;15219125;15405796.0
1116;14901703;15310634.0
1117;15404536;15258483.0
1118;15403737;15277237.0
1119;15401736;15005721.0
1120;15398688;13868791.0
1121;15397314;13502168.0
1122;15357458;13454790.0
1123;15345366;15272680.0
1124;15310171;13868847.0
1125;15390016;13868836.0
1126;15378389;15272702.0
1127;15372952;13868903.0
1128;15372090;13868934.0
1129;15357095;15271221.0
1130;15355686;15272662.0
1131;15315483;15271213.0
1132;15399649;15271249.0
1133;15397236;15339188.0
1134;15392139;15272926.0
1135;15387172;13868734.0
1136;15384949;15271257.0
1137;15383164;15271485.0
1138;15350665;15273153.0
1139;15374059;15271978.0
1140;15372117;15271873.0
1141;15369074;15272886.0
1142;15363450;15271883.0
1143;15353987;15283356.0
1144;15351789;15337497.0
1145;15348908;13985394.0
1146;15340636;15365820.0
1147;15331936;15059461.0
