ad_id,ad_price,numpictures,proseller,adoldness,postalcode,production,mileage,clime_id,gas_id,shifter,person_capacity,doorsnumber,documentvalid,color,ccm,highlighted,upload_date,description,advertisement_url,catalog_url,sales_date,is_sold,download_date,sales_update_date,region_id,brand_id,model_id,error_type
15152424,7690000,11,False,68,3300,2019-06-01,10,4,2,M6,5,5,1900-01-01,132,1997,True,2019-11-28,,https://www.hasznaltauto.hu/szemelyauto/ford/mondeo/ford_mondeo_2_0_ecoblue_business_keszletrol_azonnal_viheto-15152424,http://katalogus.hasznaltauto.hu/ford/mondeo_2.0_ecoblue_business-120970,,False,,2020-05-06,9,30,0,<class 'sqlalchemy.exc.IntegrityError'>
15226416,3490000,11,True,48,1147,2008-01-01,153561,4,2,T6,5,5,2021-05-01,24,2401,True,2019-12-18,,https://www.hasznaltauto.hu/szemelyauto/volvo/xc90/volvo_xc90_2_4_d_d5_momentum_geartronic_gyari_allapot-15226416,http://katalogus.hasznaltauto.hu/volvo/xc90_2.4_d_d5_momentum_geartronic-62470,2020-05-05,True,,,2,98,2,<class 'sqlalchemy.exc.IntegrityError'>
