ad_id,ad_price,numpictures,proseller,adoldness,postalcode,production,mileage,clime_id,gas_id,shifter,person_capacity,doorsnumber,documentvalid,color,ccm,highlighted,upload_date,description,advertisement_url,catalog_url,sales_date,is_sold,download_date,sales_update_date,region_id,brand_id,model_id,error_type
15393792,6990000,12,True,2,1116,2015-09-01,122500,4,2,T8,5,5,2021-04-01,11,1969,False,2020-02-05,,https://www.hasznaltauto.hu/szemelyauto/volvo/xc60/volvo_xc60_2_0_d_d4_summum_geartronic_fwd_volvo_selekt_garanciaval-15393792,http://katalogus.hasznaltauto.hu/volvo/xc60_2.0_d_d4_summum_geartronic_fwd-62377,2020-05-05,True,,,2,98,51,<class 'sqlalchemy.exc.IntegrityError'>
15176898,6799000,12,True,64,8000,2016-03-01,84288,4,2,T8,5,5,2020-05-01,10,1969,False,2019-12-05,,https://www.hasznaltauto.hu/szemelyauto/volvo/v70/volvo_v70_2_0_d_d4_kinetic_geartronic_mo-i_masodik_tulajdonostol_84_288_km_volvo_selekt-15176898,http://katalogus.hasznaltauto.hu/volvo/v70_2.0_d_d4_kinetic_geartronic-42745,,False,,2020-05-06,6,98,53,<class 'sqlalchemy.exc.IntegrityError'>
14915660,5749000,12,True,130,8000,2015-09-01,77711,4,2,0,5,5,2021-06-01,90,1968,False,2019-09-30,,https://www.hasznaltauto.hu/szemelyauto/audi/a3/audi_a3_sportback_2_0_tdi_attraction_s-tronic_mo-i_vegig_markaszerv_77_711km_2021_06_-ig_muszaki-14915660,http://katalogus.hasznaltauto.hu/audi/a3_sportback_2.0_tdi_attraction_s-tronic-90217,,False,,2020-05-06,6,7,48,<class 'sqlalchemy.exc.IntegrityError'>
15390914,499000,11,True,0,8200,1995-10-01,280892,3,2,M5,5,4,2022-01-01,0,1896,True,2020-02-04,,https://www.hasznaltauto.hu/szemelyauto/audi/a4/audi_a4_1_9_tdi_friss_muszaki-15390914,http://katalogus.hasznaltauto.hu/audi/a4_1.9_tdi-1852,2020-02-10,True,,,18,7,5,<class 'sqlalchemy.exc.IntegrityError'>
15361656,2490000,12,True,8,1161,2008-06-01,85900,4,1,M5,5,5,2020-06-01,130,1595,False,2020-01-28,,https://www.hasznaltauto.hu/szemelyauto/skoda/octavia/skoda_octavia_1_6_elegance_85_000km1-tulajmagyarorszagi-15361656,http://katalogus.hasznaltauto.hu/skoda/octavia_1.6_elegance-36640,2020-05-05,True,,,2,82,26,<class 'sqlalchemy.exc.IntegrityError'>
15224905,999000,12,True,49,1112,2006-08-01,208000,2,2,M6,5,4,1900-01-01,130,2231,False,2019-12-18,,https://www.hasznaltauto.hu/szemelyauto/lexus/is/lexus_is_220d_mark_levinson_navi_bor-15224905,http://katalogus.hasznaltauto.hu/lexus/is_220d_mark_levinson-15315,2020-05-05,True,,,2,47,8,<class 'sqlalchemy.exc.IntegrityError'>
15192476,3490000,11,True,58,1112,2010-06-01,113640,3,1,T6,5,4,2020-06-01,10,2500,False,2019-12-09,,https://www.hasznaltauto.hu/szemelyauto/lexus/is/lexus_is_250_base_automata-15192476,http://katalogus.hasznaltauto.hu/lexus/is_250_base_automata-15321,2020-02-10,True,,,2,47,8,<class 'sqlalchemy.exc.IntegrityError'>
15243420,4250000,6,False,42,7400,2009-08-01,187000,4,1,T6,5,4,2021-08-01,10,2500,True,2019-12-25,,https://www.hasznaltauto.hu/szemelyauto/lexus/is/lexus_is_250_mark_levinsonpre-crash_automata-15243420,http://katalogus.hasznaltauto.hu/lexus/is_250_mark_levinsonpre-crash_automata-15324,2020-05-05,True,,,14,47,8,<class 'sqlalchemy.exc.IntegrityError'>
14617460,3650000,12,True,208,2800,2010-01-01,192136,4,1,T6,5,4,2021-04-01,10,2500,False,2019-07-12,,https://www.hasznaltauto.hu/szemelyauto/lexus/is/lexus_is_250_base_automata-14617460,http://katalogus.hasznaltauto.hu/lexus/is_250_base_automata-15321,2020-05-05,True,,,11,47,8,<class 'sqlalchemy.exc.IntegrityError'>
15119900,16990000,11,True,77,6725,2019-11-01,5,4,11,T8,5,4,2023-11-01,10,1998,False,2019-11-20,,https://www.hasznaltauto.hu/szemelyauto/bmw/530/bmw_530e_iperformance_automata_keszletrol_azonnal-15119900,http://katalogus.hasznaltauto.hu/bmw/530e_iperformance_automata-108078,,False,,2020-05-06,5,12,15,<class 'sqlalchemy.exc.IntegrityError'>
14874947,6750000,8,True,141,4400,2015-01-01,206000,4,2,T8,5,4,2021-01-01,190,2993,False,2019-09-19,,https://www.hasznaltauto.hu/szemelyauto/bmw/530/bmw_530d_automata_garancia-14874947,http://katalogus.hasznaltauto.hu/bmw/530d_automata-4749,,False,,2020-05-06,15,12,15,<class 'sqlalchemy.exc.IntegrityError'>
15277883,6999999,12,True,31,4032,2015-11-01,89140,4,2,T8,5,4,2022-01-01,130,1995,False,2020-01-07,,https://www.hasznaltauto.hu/szemelyauto/bmw/520/bmw_520d_xdrive_automata_mo-i_2_ev_garancia_bmw_szalon-15277883,http://katalogus.hasznaltauto.hu/bmw/520d_xdrive_automata-103370,2020-05-05,True,,,8,12,49,<class 'sqlalchemy.exc.IntegrityError'>
15054222,5990000,9,True,95,4400,2014-06-01,109021,2,2,T8,5,4,1900-01-01,130,1995,False,2019-11-04,,https://www.hasznaltauto.hu/szemelyauto/bmw/520/bmw_520d_automata_keves_km_magyar-15054222,http://katalogus.hasznaltauto.hu/bmw/520d_automata-4744,2020-05-05,True,,,15,12,49,<class 'sqlalchemy.exc.IntegrityError'>
12261612,4590000,6,True,807,4032,2015-10-01,128000,2,2,M6,5,4,1900-01-01,190,1995,False,2017-11-20,,https://www.hasznaltauto.hu/szemelyauto/bmw/318/bmw_318d_sport_navi_xenon_afas_garancias-12261612,http://katalogus.hasznaltauto.hu/bmw/318d_sport-90860,2020-05-05,True,,,8,12,9,<class 'sqlalchemy.exc.IntegrityError'>
15120038,16975000,12,True,77,6725,2019-09-01,15,5,2,T8,5,5,2023-09-01,132,1995,False,2019-11-20,,https://www.hasznaltauto.hu/szemelyauto/bmw/320/bmw_320d_m_sport_automata_uj_touring_keszletrol_azonnal-15120038,http://katalogus.hasznaltauto.hu/bmw/320d_m_sport_automata-123054,,False,,2020-05-06,5,12,16,<class 'sqlalchemy.exc.IntegrityError'>
10971578,4890000,9,True,1137,4405,2012-12-01,92000,4,2,M6,5,4,2018-12-01,190,1995,False,2016-12-27,,https://www.hasznaltauto.hu/szemelyauto/bmw/320/bmw_320xd_garanciaval-10971578,http://katalogus.hasznaltauto.hu/bmw/320xd-4272,,False,,2020-05-06,15,12,16,<class 'sqlalchemy.exc.IntegrityError'>
15103966,26590000,12,True,81,6725,2018-10-01,0,4,2,T8,5,5,2023-04-01,10,2993,False,2019-11-16,,https://www.hasznaltauto.hu/szemelyauto/bmw/x5/bmw_x5_xdrive30d_automata_szolgalati_auto_11_750km-15103966,http://katalogus.hasznaltauto.hu/bmw/x5_xdrive30d_automata-116544,,False,,2020-05-06,5,12,13,<class 'sqlalchemy.exc.IntegrityError'>
12167431,7490000,6,True,833,4032,2016-12-01,6000,2,2,M6,5,5,1900-01-01,50,1995,False,2017-10-27,,https://www.hasznaltauto.hu/szemelyauto/bmw/218/bmw_218d_advantage_active_tourer_afas-12167431,http://katalogus.hasznaltauto.hu/bmw/218d_advantage-96455,2020-05-05,True,,,8,12,58,<class 'sqlalchemy.exc.IntegrityError'>
15294006,7490000,9,True,28,1033,2015-02-01,119900,4,1,T8,4,2,1900-01-01,10,1997,False,2020-01-10,,https://www.hasznaltauto.hu/szemelyauto/bmw/428/bmw_428xi_sport_automata_magyar_sportline-15294006,http://katalogus.hasznaltauto.hu/bmw/428xi_sport_automata-95935,2020-05-05,True,,,2,12,57,<class 'sqlalchemy.exc.IntegrityError'>
15384945,2999000,9,True,2,1161,2012-09-01,88000,1,1,M6,5,5,2020-09-01,21,1396,False,2020-02-03,,https://www.hasznaltauto.hu/szemelyauto/hyundai/i30/hyundai_i30_1_4i_life_magyarorszagi88000kmsz_konyv-15384945,http://katalogus.hasznaltauto.hu/hyundai/i30_1.4i_life-13461,2020-02-10,True,,,2,38,32,<class 'sqlalchemy.exc.IntegrityError'>
15384933,3549000,8,True,2,1161,2013-07-01,135000,4,1,M6,5,4,2021-07-01,190,1591,False,2020-02-03,,https://www.hasznaltauto.hu/szemelyauto/hyundai/i40/hyundai_i40_1_6_gdi_comfort_magyarorszagiszervizkonyv-15384933,http://katalogus.hasznaltauto.hu/hyundai/i40_1.6_gdi_comfort-13680,2020-02-10,True,,,2,38,3,<class 'sqlalchemy.exc.IntegrityError'>
15358960,2990000,12,True,8,8200,2013-09-01,198780,4,2,M6,5,5,2021-12-01,130,1685,True,2020-01-27,,https://www.hasznaltauto.hu/szemelyauto/hyundai/i40/hyundai_i40_1_7_crdi_lp_premium_nezze_meg_a_videot_is_2_355m_plusz_afa_vezetett_szervizkonyves-15358960,http://katalogus.hasznaltauto.hu/hyundai/i40_1.7_crdi_lp_premium-13712,2020-05-05,True,,,18,38,3,<class 'sqlalchemy.exc.IntegrityError'>
15225418,2990000,11,True,48,8200,2013-11-01,188100,4,2,M6,5,5,2022-01-01,10,1685,True,2019-12-18,,https://www.hasznaltauto.hu/szemelyauto/hyundai/i40/hyundai_i40_1_7_crdi_lp_premium-15225418,http://katalogus.hasznaltauto.hu/hyundai/i40_1.7_crdi_lp_premium-13712,,False,,2020-05-06,18,38,3,<class 'sqlalchemy.exc.IntegrityError'>
14805736,6227000,6,True,156,1194,2019-09-01,8,4,1,M6,0,5,1900-01-01,10,1597,True,2019-09-02,,https://www.hasznaltauto.hu/szemelyauto/ssangyong/tivoli/ssangyong_tivoli_dlx_plus_1_5_turbo_163le_280nm-14805736,no catalog,,False,,2020-05-06,2,84,11,<class 'sqlalchemy.exc.IntegrityError'>
14803978,5949000,5,True,156,1194,2019-11-01,0,1,1,M6,5,5,1900-01-01,0,1497,False,2019-09-02,,https://www.hasznaltauto.hu/szemelyauto/ssangyong/korando/ssangyong_korando_1_5turbo_e-xgi_163le_280nm-14803978,no catalog,,False,,2020-05-06,2,84,10,<class 'sqlalchemy.exc.IntegrityError'>
15368689,1100000,6,True,6,4431,2006-08-01,200000,3,1,M5,5,5,2021-09-01,0,1798,True,2020-01-30,,https://www.hasznaltauto.hu/szemelyauto/mazda/6/mazda_6_sport_1_8_te_hitelugyintezes_0tol_elviheto-15368689,http://katalogus.hasznaltauto.hu/mazda/mazda_6_sport_1.8_te-16405,2020-05-05,True,,,15,56,29,<class 'sqlalchemy.exc.IntegrityError'>
15363900,2690000,12,True,7,1161,2012-10-01,130100,1,1,M5,5,5,2020-10-01,190,1396,False,2020-01-29,,https://www.hasznaltauto.hu/szemelyauto/kia/ceed/kia_ceed_1_4_lx_gyari_fenyezes_leinformalhato_hibatlan-15363900,http://katalogus.hasznaltauto.hu/kia/ceed_1.4_lx-14471,2020-05-05,True,,,2,43,27,<class 'sqlalchemy.exc.IntegrityError'>
15342408,4590000,12,True,13,6726,2019-05-01,17471,2,1,M6,5,5,1900-01-01,40,1396,False,2020-01-23,,https://www.hasznaltauto.hu/szemelyauto/kia/ceed/kia_ceed_1_4_cvvt_lx_afa-s_7ev_garancia-15342408,http://katalogus.hasznaltauto.hu/kia/ceed_1.4_cvvt_lx-100297,,False,,2020-05-06,5,43,27,<class 'sqlalchemy.exc.IntegrityError'>
15342051,4590000,12,True,13,6726,2019-05-01,18689,2,1,M6,5,5,1900-01-01,190,1396,False,2020-01-23,,https://www.hasznaltauto.hu/szemelyauto/kia/ceed/kia_ceed_1_4_cvvt_lx_afa-s_7ev_garancia-15342051,http://katalogus.hasznaltauto.hu/kia/ceed_1.4_cvvt_lx-100297,,False,,2020-05-06,5,43,27,<class 'sqlalchemy.exc.IntegrityError'>
15384083,4499000,12,True,2,1223,2016-09-01,147333,1,1,M6,5,5,2020-09-01,20,1618,False,2020-02-03,,https://www.hasznaltauto.hu/szemelyauto/nissan/x-trail/nissan_x-trail_1_6_dig-t_160_acenta_m_o-i_1tulaj_garancia_0ft-tol-15384083,http://katalogus.hasznaltauto.hu/nissan/x-trail_1.6_dig-t_160_acenta-92845,2020-05-05,True,,,2,65,31,<class 'sqlalchemy.exc.IntegrityError'>
15280543,3990000,9,True,29,1033,2014-07-01,24300,2,1,M6,4,3,1900-01-01,71,1499,False,2020-01-07,,https://www.hasznaltauto.hu/szemelyauto/mini/cooper/mini_cooper_1_5_magyar_24ekm-15280543,http://katalogus.hasznaltauto.hu/mini/mini_1.5_cooper-19999,2020-02-10,True,,,2,61,43,<class 'sqlalchemy.exc.IntegrityError'>
15157469,18790000,7,False,67,7631,2017-09-01,87500,4,1,A9,0,5,2021-09-01,40,2996,True,2019-11-29,,https://www.hasznaltauto.hu/szemelyauto/mercedes-amg/glc/mercedes-amg_glc_43_amg_afa-s-15157469,no catalog,2020-05-05,True,,,0,57,1,<class 'sqlalchemy.exc.IntegrityError'>
s,120000,4,False,41,8391,1989-04-01,48800,0,1,M4,0,0,1900-01-01,0,1348,False,2020-01-02,,https://www.hasznaltauto.hu/szemelyauto/aro/10_4/aro_10_4-15262031,no catalog,2020-05-05,True,,,19,6,1278,<class 'sqlalchemy.exc.DataError'>
